bill_slug,congress,bill_id,bill_type,bill_uri,short_title,sponsor_title,sponsor_id,sponsor_name,sponsor_state,sponsor_party,congressdotgov_url,govtrack_url,introduced_date,active,house_passage,senate_passage,enacted,vetoed,cosponsors,cosponsors_by_party_D,cosponsors_by_party_R,committees,committee_codes,primary_subject
hr1746,112,hr1746-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1746.json,CAP Act,Rep.,B001230,Tammy Baldwin,WI,D,https://www.congress.gov/bill/112th-congress/house-bill/1746,https://www.govtrack.us/congress/bills/112/hr1746,2011-05-05,,,,,,26,25,2,House Energy and Commerce,[],"Science, technology, communications"
hr1747,112,hr1747-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1747.json,,Rep.,H000528,Wally Herger,CA,R,https://www.congress.gov/bill/112th-congress/house-bill/1747,https://www.govtrack.us/congress/bills/112/hr1747,2011-05-05,,,,,,35,14,21,House Ways and Means,[],Taxation
hr1748,112,hr1748-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1748.json,Taxpayer and Gas Price Relief Act of 2011,Rep.,B001242,Timothy H. Bishop,NY,D,https://www.congress.gov/bill/112th-congress/house-bill/1748,https://www.govtrack.us/congress/bills/112/hr1748,2011-05-05,,,,,,19,19,,House Energy and Commerce; House Ways and Means; House Natural Resources,[],Energy
hr1749,112,hr1749-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1749.json,Reciprocal Market Access Act of 2011,Rep.,S000480,Louise M. Slaughter,NY,D,https://www.congress.gov/bill/112th-congress/house-bill/1749,https://www.govtrack.us/congress/bills/112/hr1749,2011-05-05,,,,,,52,50,2,House Ways and Means,[],Foreign trade and international finance
hr1750,112,hr1750-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1750.json,New START Treaty Implementation Act,Rep.,T000463,Michael R. Turner,OH,R,https://www.congress.gov/bill/112th-congress/house-bill/1750,https://www.govtrack.us/congress/bills/112/hr1750,2011-05-05,,,,,,9,,9,House Armed Services; House Foreign Affairs,[],Armed forces and national security
hr1751,112,hr1751-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1751.json,CJ's Home Protection Act of 2011,Rep.,B000013,Spencer Bachus,AL,R,https://www.congress.gov/bill/112th-congress/house-bill/1751,https://www.govtrack.us/congress/bills/112/hr1751,2011-05-05,,,,,,4,3,1,House Financial Services,[],Housing and community development
hr1752,112,hr1752-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1752.json,Keeping Children Safe Act of 2011,Rep.,C001038,Joseph Crowley,NY,D,https://www.congress.gov/bill/112th-congress/house-bill/1752,https://www.govtrack.us/congress/bills/112/hr1752,2011-05-05,,,,,,0,,,House Energy and Commerce,[],Commerce
hr1753,112,hr1753-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1753.json,,Rep.,M000087,Carolyn B. Maloney,NY,D,https://www.congress.gov/bill/112th-congress/house-bill/1753,https://www.govtrack.us/congress/bills/112/hr1753,2011-05-05,,,,,,11,10,1,House Education and the Workforce,[],Education
hr1754,112,hr1754-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1754.json,Preserving Equal Access to Mortgage Finance Programs Act,Rep.,M001139,Gary G. Miller,CA,R,https://www.congress.gov/bill/112th-congress/house-bill/1754,https://www.govtrack.us/congress/bills/112/hr1754,2011-05-05,,,,,,33,29,4,House Financial Services,[],Housing and community development
hr1755,112,hr1755-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1755.json,Home Construction Lending Regulatory Improvement Act of 2011,Rep.,M001139,Gary G. Miller,CA,R,https://www.congress.gov/bill/112th-congress/house-bill/1755,https://www.govtrack.us/congress/bills/112/hr1755,2011-05-05,,,,,,112,34,78,House Financial Services,[],Housing and community development
hr1756,112,hr1756-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1756.json,National Oilheat Research Alliance Reauthorization Act of 2011,Rep.,B000220,Charles F. Bass,NH,R,https://www.congress.gov/bill/112th-congress/house-bill/1756,https://www.govtrack.us/congress/bills/112/hr1756,2011-05-05,,,,,,71,38,33,House Energy and Commerce,[],Energy
hr1757,112,hr1757-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1757.json,,Rep.,B001231,Shelley Berkley,NV,D,https://www.congress.gov/bill/112th-congress/house-bill/1757,https://www.govtrack.us/congress/bills/112/hr1757,2011-05-05,,,,,,2,2,,House Ways and Means,[],Taxation
hr1758,112,hr1758-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1758.json,Diploma and Accreditation Integrity Protection Act,Rep.,B001242,Timothy H. Bishop,NY,D,https://www.congress.gov/bill/112th-congress/house-bill/1758,https://www.govtrack.us/congress/bills/112/hr1758,2011-05-05,,,,,,2,2,,House Education and the Workforce; House Oversight and Government Reform; House Energy and Commerce; House Judiciary,[],Education
hr1759,112,hr1759-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1759.json,S.O.S. Act,Rep.,B001244,Jo Bonner,AL,R,https://www.congress.gov/bill/112th-congress/house-bill/1759,https://www.govtrack.us/congress/bills/112/hr1759,2011-05-05,,,,,,0,,,House Natural Resources,[],Energy
hr1760,112,hr1760-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1760.json,Great Ape Conservation Reauthorization Amendments Act of 2011,Rep.,M000725,George Miller,CA,D,https://www.congress.gov/bill/112th-congress/house-bill/1760,https://www.govtrack.us/congress/bills/112/hr1760,2011-05-05,,,,,,5,4,1,House Natural Resources,[],Animals
hr1761,112,hr1761-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1761.json,Marine Turtle Conservation Reauthorization Act of 2011,Rep.,P000596,Pedro Pierluisi,PR,D,https://www.congress.gov/bill/112th-congress/house-bill/1761,https://www.govtrack.us/congress/bills/112/hr1761,2011-05-05,,,,,,17,15,2,House Natural Resources,[],Public lands and natural resources
hr1762,112,hr1762-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1762.json,Gulf Coast Restoration Act,Rep.,B001244,Jo Bonner,AL,R,https://www.congress.gov/bill/112th-congress/house-bill/1762,https://www.govtrack.us/congress/bills/112/hr1762,2011-05-05,,,,,,13,1,12,House Transportation and Infrastructure; House Natural Resources; House Energy and Commerce,[],Public lands and natural resources
hr1763,112,hr1763-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1763.json,,Rep.,B001255,Charles Boustany Jr.,LA,R,https://www.congress.gov/bill/112th-congress/house-bill/1763,https://www.govtrack.us/congress/bills/112/hr1763,2011-05-05,,,,,,1,,1,House Financial Services,[],Finance and financial sector
hr1764,112,hr1764-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1764.json,,Rep.,B001255,Charles Boustany Jr.,LA,R,https://www.congress.gov/bill/112th-congress/house-bill/1764,https://www.govtrack.us/congress/bills/112/hr1764,2011-05-05,,,,,,2,,2,House Judiciary,[],Immigration
hr1765,112,hr1765-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1765.json,Migratory Bird Treaty Amendment Act of 2011,Rep.,B001255,Charles Boustany Jr.,LA,R,https://www.congress.gov/bill/112th-congress/house-bill/1765,https://www.govtrack.us/congress/bills/112/hr1765,2011-05-05,,,,,,0,,,House Natural Resources,[],Animals
hr1766,112,hr1766-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1766.json,Local Disaster Contracting Fairness Act of 2011,Rep.,B001255,Charles Boustany Jr.,LA,R,https://www.congress.gov/bill/112th-congress/house-bill/1766,https://www.govtrack.us/congress/bills/112/hr1766,2011-05-05,,,,,,0,,,House Oversight and Government Reform,[],Emergency management
